Country,TradeType,MonYear,Values
Iran,Trade Balance,2/1/2021,1146
Israel,Trade Balance,2/1/2021,136442
Jordan,Trade Balance,2/1/2021,713
Kuwait,Trade Balance,2/1/2021,-72848
Lebanon,Trade Balance,2/1/2021,2673
Oman,Trade Balance,2/1/2021,13945
Qatar,Trade Balance,2/1/2021,-392166
Saudi Arabia,Trade Balance,2/1/2021,-416759
Syrian Arab Republic,Trade Balance,2/1/2021,12
United Arab Emirates,Trade Balance,2/1/2021,-477348
Yemen,Trade Balance,2/1/2021,560
Yemen Democratic,Trade Balance,2/1/2021,0
Canada,Trade Balance,2/1/2021,-94369
Puerto Rico,Trade Balance,2/1/2021,168158
United States,Trade Balance,2/1/2021,215950
Argentina,Trade Balance,2/1/2021,22471
Brazil,Trade Balance,2/1/2021,-38228
Chile,Trade Balance,2/1/2021,3935
Colombia,Trade Balance,2/1/2021,1780
Ecuador,Trade Balance,2/1/2021,3611
Mexico,Trade Balance,2/1/2021,-95753
Paraguay,Trade Balance,2/1/2021,423
Peru,Trade Balance,2/1/2021,3950
Uruguay,Trade Balance,2/1/2021,-472
Venezuela,Trade Balance,2/1/2021,-209
Australia,Trade Balance,2/1/2021,-49325
Fiji,Trade Balance,2/1/2021,18325
New Caledonia,Trade Balance,2/1/2021,24763
New Zealand,Trade Balance,2/1/2021,214322
Papua New Guinea,Trade Balance,2/1/2021,33765
French Polynesia,Trade Balance,2/1/2021,1461
Guam,Trade Balance,2/1/2021,27969
Solomon Islands,Trade Balance,2/1/2021,4667
Other Countries In Oceania,Trade Balance,2/1/2021,425066
Norway,Trade Balance,2/1/2021,-48391
Liechtenstein,Trade Balance,2/1/2021,-2612
Netherlands Antilles,Trade Balance,2/1/2021,-2
Panama,Trade Balance,2/1/2021,-221
Bahamas,Trade Balance,2/1/2021,0
Bermuda,Trade Balance,2/1/2021,-2
French Guiana,Trade Balance,2/1/2021,-9
Grenada,Trade Balance,2/1/2021,-4
Guatemala,Trade Balance,2/1/2021,-5319
Honduras,Trade Balance,2/1/2021,-172
Jamaica,Trade Balance,2/1/2021,-39
St Vincent & The Grenadines,Trade Balance,2/1/2021,0
Trinidad & Tobago,Trade Balance,2/1/2021,-43
Anguilla,Trade Balance,2/1/2021,-2
Other Countries In America,Trade Balance,2/1/2021,-30652
Nauru,Trade Balance,2/1/2021,-15
Cocos,Trade Balance,2/1/2021,-3
French Southern Territories,Trade Balance,2/1/2021,-105
Norfolk Island,Trade Balance,2/1/2021,-16
Cook Islands,Trade Balance,2/1/2021,0
Kiribati,Trade Balance,2/1/2021,0
Niue,Trade Balance,2/1/2021,0
Tuvalu,Trade Balance,2/1/2021,0
Wallis & Fatuna Islands,Trade Balance,2/1/2021,-21
Micronesia,Trade Balance,2/1/2021,-54
Palau,Trade Balance,2/1/2021,0
South Sudan,Trade Balance,2/1/2021,0
Commonwealth Of Independent States,Trade Balance,2/1/2021,-249138
Belgium,Imports,1/1/2021,119744
Denmark,Imports,1/1/2021,105473
France,Imports,1/1/2021,1021290
"Germany, Federal Republic Of",Imports,1/1/2021,947476
Greece,Imports,1/1/2021,46808
Ireland,Imports,1/1/2021,73413
Italy,Imports,1/1/2021,527951
Luxembourg,Imports,1/1/2021,2567
Netherlands,Imports,1/1/2021,356221
United Kingdom,Imports,1/1/2021,858409
Portugal,Imports,1/1/2021,31518
Spain,Imports,1/1/2021,96740
Austria,Imports,1/1/2021,81536
Finland,Imports,1/1/2021,27919
Sweden,Imports,1/1/2021,128405
Switzerland,Imports,1/1/2021,753225
Malta,Imports,1/1/2021,51714
"Germany, Democratic Republic Of",Imports,1/1/2021,0
Hungary,Imports,1/1/2021,34167
Poland,Imports,1/1/2021,47566
Estonia,Imports,1/1/2021,2493
Latvia,Imports,1/1/2021,1346
Lithuania,Imports,1/1/2021,14204
Slovenia,Imports,1/1/2021,5404
Czech Republic,Imports,1/1/2021,75602
Slovak Republic,Imports,1/1/2021,8307
Brunei Darussalam,Imports,1/1/2021,71088
Indonesia,Imports,1/1/2021,1433768
Malaysia,Imports,1/1/2021,5553323
Philippines,Imports,1/1/2021,743341
Thailand,Imports,1/1/2021,746376
Myanmar,Imports,1/1/2021,9126
Cambodia,Imports,1/1/2021,11719
Laos People's Democratic Republic,Imports,1/1/2021,1657
"Vietnam, Socialist Republic Of",Imports,1/1/2021,428287
Japan,Imports,1/1/2021,2210238
Hong Kong,Imports,1/1/2021,441015
Republic Of Korea,Imports,1/1/2021,1863922
Taiwan,Imports,1/1/2021,4930154
Macau,Imports,1/1/2021,2864
Mainland China,Imports,1/1/2021,6121009
Afghanistan,Imports,1/1/2021,139
Bangladesh,Imports,1/1/2021,34207
India,Imports,1/1/2021,493874
"Maldives, Republic Of",Imports,1/1/2021,57
Nepal,Imports,1/1/2021,75
Pakistan,Imports,1/1/2021,6549
Sri Lanka,Imports,1/1/2021,15355
Bahrain,Imports,1/1/2021,98458
Cyprus,Imports,1/1/2021,1342
Iran,Imports,1/1/2021,727
Israel,Imports,1/1/2021,57611
Jordan,Imports,1/1/2021,4037
Kuwait,Imports,1/1/2021,203881
Lebanon,Imports,1/1/2021,13
Oman,Imports,1/1/2021,39721
Qatar,Imports,1/1/2021,347096
Saudi Arabia,Imports,1/1/2021,740428
Syrian Arab Republic,Imports,1/1/2021,0
United Arab Emirates,Imports,1/1/2021,716893
Yemen,Imports,1/1/2021,0
Yemen Democratic,Imports,1/1/2021,0
Canada,Imports,1/1/2021,143758
Puerto Rico,Imports,1/1/2021,7893
United States,Imports,1/1/2021,3688415
Argentina,Imports,1/1/2021,21986
Brazil,Imports,1/1/2021,283000
Chile,Imports,1/1/2021,7883
Colombia,Imports,1/1/2021,3456
Ecuador,Imports,1/1/2021,3056
Mexico,Imports,1/1/2021,276223
Paraguay,Imports,1/1/2021,359
Peru,Imports,1/1/2021,1340
Uruguay,Imports,1/1/2021,365
Venezuela,Imports,1/1/2021,39
Australia,Imports,1/1/2021,634384
Fiji,Imports,1/1/2021,8
New Caledonia,Imports,1/1/2021,79
New Zealand,Imports,1/1/2021,62306
Papua New Guinea,Imports,1/1/2021,7692
French Polynesia,Imports,1/1/2021,117
Guam,Imports,1/1/2021,29
Solomon Islands,Imports,1/1/2021,111
Other Countries In Oceania,Imports,1/1/2021,299
Norway,Imports,1/1/2021,44281
Liechtenstein,Imports,1/1/2021,2859
Netherlands Antilles,Imports,1/1/2021,6
Panama,Imports,1/1/2021,307
Bahamas,Imports,1/1/2021,118553
Bermuda,Imports,1/1/2021,2
French Guiana,Imports,1/1/2021,65
Grenada,Imports,1/1/2021,41
Guatemala,Imports,1/1/2021,3474
Honduras,Imports,1/1/2021,180
Jamaica,Imports,1/1/2021,155
St Vincent & The Grenadines,Imports,1/1/2021,0
Trinidad & Tobago,Imports,1/1/2021,29
Anguilla,Imports,1/1/2021,3
Other Countries In America,Imports,1/1/2021,19976
Nauru,Imports,1/1/2021,14
Cocos,Imports,1/1/2021,15
French Southern Territories,Imports,1/1/2021,4
Norfolk Island,Imports,1/1/2021,0
Cook Islands,Imports,1/1/2021,0
Kiribati,Imports,1/1/2021,1
Niue,Imports,1/1/2021,0
Tuvalu,Imports,1/1/2021,0
Wallis & Fatuna Islands,Imports,1/1/2021,3
Micronesia,Imports,1/1/2021,32
Palau,Imports,1/1/2021,0
South Sudan,Imports,1/1/2021,0
Commonwealth Of Independent States,Imports,1/1/2021,255076
Belgium,Exports,1/1/2021,470384
Denmark,Exports,1/1/2021,24573
France,Exports,1/1/2021,816892
"Germany, Federal Republic Of",Exports,1/1/2021,652128
Greece,Exports,1/1/2021,81434
Ireland,Exports,1/1/2021,11134
Italy,Exports,1/1/2021,70294
Luxembourg,Exports,1/1/2021,29625
Netherlands,Exports,1/1/2021,920221
United Kingdom,Exports,1/1/2021,317961
Portugal,Exports,1/1/2021,46491
Spain,Exports,1/1/2021,31175
Austria,Exports,1/1/2021,21458
Finland,Exports,1/1/2021,11249
Sweden,Exports,1/1/2021,13449
Switzerland,Exports,1/1/2021,474727
Malta,Exports,1/1/2021,108413
"Germany, Democratic Republic Of",Exports,1/1/2021,0
Hungary,Exports,1/1/2021,50085
Poland,Exports,1/1/2021,46014
Estonia,Exports,1/1/2021,459
Latvia,Exports,1/1/2021,4551
Lithuania,Exports,1/1/2021,147603
Slovenia,Exports,1/1/2021,3255
Czech Republic,Exports,1/1/2021,63625
Slovak Republic,Exports,1/1/2021,17610
Brunei Darussalam,Exports,1/1/2021,75420
Indonesia,Exports,1/1/2021,2524216
Malaysia,Exports,1/1/2021,4566888
Philippines,Exports,1/1/2021,982646
Thailand,Exports,1/1/2021,1906010
Myanmar,Exports,1/1/2021,343638
Cambodia,Exports,1/1/2021,872487
Laos People's Democratic Republic,Exports,1/1/2021,2815
"Vietnam, Socialist Republic Of",Exports,1/1/2021,1766128
Japan,Exports,1/1/2021,1777803
Hong Kong,Exports,1/1/2021,5693673
Republic Of Korea,Exports,1/1/2021,1941984
Taiwan,Exports,1/1/2021,2422816
Macau,Exports,1/1/2021,14456
Mainland China,Exports,1/1/2021,5682689
Afghanistan,Exports,1/1/2021,501
Bangladesh,Exports,1/1/2021,375673
India,Exports,1/1/2021,1285348
"Maldives, Republic Of",Exports,1/1/2021,19611
Nepal,Exports,1/1/2021,19654
Pakistan,Exports,1/1/2021,114767
Sri Lanka,Exports,1/1/2021,72761
Bahrain,Exports,1/1/2021,5873
Cyprus,Exports,1/1/2021,44062
Iran,Exports,1/1/2021,301
Israel,Exports,1/1/2021,145386
Jordan,Exports,1/1/2021,4642
Kuwait,Exports,1/1/2021,40434
Lebanon,Exports,1/1/2021,2346
Oman,Exports,1/1/2021,35671
Qatar,Exports,1/1/2021,79839
Saudi Arabia,Exports,1/1/2021,138420
Syrian Arab Republic,Exports,1/1/2021,124
United Arab Emirates,Exports,1/1/2021,362485
Yemen,Exports,1/1/2021,2760
Yemen Democratic,Exports,1/1/2021,0
Canada,Exports,1/1/2021,57019
Puerto Rico,Exports,1/1/2021,119996
United States,Exports,1/1/2021,3808376
Argentina,Exports,1/1/2021,15448
Brazil,Exports,1/1/2021,133207
Chile,Exports,1/1/2021,37295
Colombia,Exports,1/1/2021,8665
Ecuador,Exports,1/1/2021,4126
Mexico,Exports,1/1/2021,131358
Paraguay,Exports,1/1/2021,484
Peru,Exports,1/1/2021,6264
Uruguay,Exports,1/1/2021,1010
Venezuela,Exports,1/1/2021,3395
Australia,Exports,1/1/2021,975143
Fiji,Exports,1/1/2021,30987
New Caledonia,Exports,1/1/2021,21302
New Zealand,Exports,1/1/2021,206579
Papua New Guinea,Exports,1/1/2021,75515
French Polynesia,Exports,1/1/2021,34762
Guam,Exports,1/1/2021,2224
Solomon Islands,Exports,1/1/2021,8081
Other Countries In Oceania,Exports,1/1/2021,377216
Belgium,Trade Balance,1/1/2021,350640
Denmark,Trade Balance,1/1/2021,-80900
France,Trade Balance,1/1/2021,-204398
"Germany, Federal Republic Of",Trade Balance,1/1/2021,-295348
Greece,Trade Balance,1/1/2021,34626
Ireland,Trade Balance,1/1/2021,-62279
Italy,Trade Balance,1/1/2021,-457657
Luxembourg,Trade Balance,1/1/2021,27058
Netherlands,Trade Balance,1/1/2021,564000
United Kingdom,Trade Balance,1/1/2021,-540448
Portugal,Trade Balance,1/1/2021,14973
Spain,Trade Balance,1/1/2021,-65565
Austria,Trade Balance,1/1/2021,-60078
Finland,Trade Balance,1/1/2021,-16670
Sweden,Trade Balance,1/1/2021,-114956
Switzerland,Trade Balance,1/1/2021,-278498
Malta,Trade Balance,1/1/2021,56699
"Germany, Democratic Republic Of",Trade Balance,1/1/2021,0
Hungary,Trade Balance,1/1/2021,15918
Poland,Trade Balance,1/1/2021,-1552
Estonia,Trade Balance,1/1/2021,-2034
Latvia,Trade Balance,1/1/2021,3205
Lithuania,Trade Balance,1/1/2021,133399
Slovenia,Trade Balance,1/1/2021,-2149
Czech Republic,Trade Balance,1/1/2021,-11977
Slovak Republic,Trade Balance,1/1/2021,9303
Brunei Darussalam,Trade Balance,1/1/2021,4332
Indonesia,Trade Balance,1/1/2021,1090448
Malaysia,Trade Balance,1/1/2021,-986435
Philippines,Trade Balance,1/1/2021,239305
Thailand,Trade Balance,1/1/2021,1159634
Myanmar,Trade Balance,1/1/2021,334512
Cambodia,Trade Balance,1/1/2021,860768
Laos People's Democratic Republic,Trade Balance,1/1/2021,1158
"Vietnam, Socialist Republic Of",Trade Balance,1/1/2021,1337841
Japan,Trade Balance,1/1/2021,-432435
Hong Kong,Trade Balance,1/1/2021,5252658
Republic Of Korea,Trade Balance,1/1/2021,78062
Taiwan,Trade Balance,1/1/2021,-2507338
Macau,Trade Balance,1/1/2021,11592
Mainland China,Trade Balance,1/1/2021,-438320
Afghanistan,Trade Balance,1/1/2021,362
Bangladesh,Trade Balance,1/1/2021,341466
India,Trade Balance,1/1/2021,791474
"Maldives, Republic Of",Trade Balance,1/1/2021,19554
Nepal,Trade Balance,1/1/2021,19579
Pakistan,Trade Balance,1/1/2021,108218
Sri Lanka,Trade Balance,1/1/2021,57406
Bahrain,Trade Balance,1/1/2021,-92585
Cyprus,Trade Balance,1/1/2021,42720
Iran,Trade Balance,1/1/2021,-426
Israel,Trade Balance,1/1/2021,87775
Jordan,Trade Balance,1/1/2021,605
Kuwait,Trade Balance,1/1/2021,-163447
Lebanon,Trade Balance,1/1/2021,2333
Oman,Trade Balance,1/1/2021,-4050
Qatar,Trade Balance,1/1/2021,-267257
Saudi Arabia,Trade Balance,1/1/2021,-602008
Syrian Arab Republic,Trade Balance,1/1/2021,124
United Arab Emirates,Trade Balance,1/1/2021,-354408
Yemen,Trade Balance,1/1/2021,2760
Yemen Democratic,Trade Balance,1/1/2021,0
Canada,Trade Balance,1/1/2021,-86739
Puerto Rico,Trade Balance,1/1/2021,112103
United States,Trade Balance,1/1/2021,119961
Argentina,Trade Balance,1/1/2021,-6538
Brazil,Trade Balance,1/1/2021,-149793
Chile,Trade Balance,1/1/2021,29412
Colombia,Trade Balance,1/1/2021,5209
Ecuador,Trade Balance,1/1/2021,1070
Mexico,Trade Balance,1/1/2021,-144865
Paraguay,Trade Balance,1/1/2021,125
Peru,Trade Balance,1/1/2021,4924
Uruguay,Trade Balance,1/1/2021,645
Venezuela,Trade Balance,1/1/2021,3356
Australia,Trade Balance,1/1/2021,340759
Fiji,Trade Balance,1/1/2021,30979
New Caledonia,Trade Balance,1/1/2021,21223
New Zealand,Trade Balance,1/1/2021,144273
Papua New Guinea,Trade Balance,1/1/2021,67823
French Polynesia,Trade Balance,1/1/2021,34645
Guam,Trade Balance,1/1/2021,2195
Solomon Islands,Trade Balance,1/1/2021,7970
Other Countries In Oceania,Trade Balance,1/1/2021,376917
Norway,Trade Balance,1/1/2021,-44281
Liechtenstein,Trade Balance,1/1/2021,-2859
Netherlands Antilles,Trade Balance,1/1/2021,-6
Panama,Trade Balance,1/1/2021,-307
Bahamas,Trade Balance,1/1/2021,-118553
Bermuda,Trade Balance,1/1/2021,-2
French Guiana,Trade Balance,1/1/2021,-65
Grenada,Trade Balance,1/1/2021,-41
Guatemala,Trade Balance,1/1/2021,-3474
Honduras,Trade Balance,1/1/2021,-180
Jamaica,Trade Balance,1/1/2021,-155
St Vincent & The Grenadines,Trade Balance,1/1/2021,0
Trinidad & Tobago,Trade Balance,1/1/2021,-29
Anguilla,Trade Balance,1/1/2021,-3
Other Countries In America,Trade Balance,1/1/2021,-19976
Nauru,Trade Balance,1/1/2021,-14
Cocos,Trade Balance,1/1/2021,-15
French Southern Territories,Trade Balance,1/1/2021,-4
Norfolk Island,Trade Balance,1/1/2021,0
Cook Islands,Trade Balance,1/1/2021,0
Kiribati,Trade Balance,1/1/2021,-1
Niue,Trade Balance,1/1/2021,0
Tuvalu,Trade Balance,1/1/2021,0
Wallis & Fatuna Islands,Trade Balance,1/1/2021,-3
Micronesia,Trade Balance,1/1/2021,-32
Palau,Trade Balance,1/1/2021,0
South Sudan,Trade Balance,1/1/2021,0
Commonwealth Of Independent States,Trade Balance,1/1/2021,-255076
Belgium,Imports,12/1/2020,133445
Denmark,Imports,12/1/2020,143209
France,Imports,12/1/2020,1141603
"Germany, Federal Republic Of",Imports,12/1/2020,980296
Greece,Imports,12/1/2020,10429
Ireland,Imports,12/1/2020,250720
Italy,Imports,12/1/2020,613730
Luxembourg,Imports,12/1/2020,11891
Netherlands,Imports,12/1/2020,257892
United Kingdom,Imports,12/1/2020,755324
Portugal,Imports,12/1/2020,37606
Spain,Imports,12/1/2020,122939
Austria,Imports,12/1/2020,82619
Finland,Imports,12/1/2020,34795
Sweden,Imports,12/1/2020,161400
Switzerland,Imports,12/1/2020,631159
Malta,Imports,12/1/2020,32239
"Germany, Democratic Republic Of",Imports,12/1/2020,0
Hungary,Imports,12/1/2020,52883
Poland,Imports,12/1/2020,57325
Estonia,Imports,12/1/2020,2410
Latvia,Imports,12/1/2020,1887
Lithuania,Imports,12/1/2020,7809
Slovenia,Imports,12/1/2020,4797
Czech Republic,Imports,12/1/2020,71090
Slovak Republic,Imports,12/1/2020,13720
Brunei Darussalam,Imports,12/1/2020,99093
Indonesia,Imports,12/1/2020,1455271
Malaysia,Imports,12/1/2020,5226122
Philippines,Imports,12/1/2020,818118
Thailand,Imports,12/1/2020,938739
Myanmar,Imports,12/1/2020,10474
Cambodia,Imports,12/1/2020,29143
Laos People's Democratic Republic,Imports,12/1/2020,830
"Vietnam, Socialist Republic Of",Imports,12/1/2020,448861
Japan,Imports,12/1/2020,2198919
Hong Kong,Imports,12/1/2020,762767
Republic Of Korea,Imports,12/1/2020,2111471
Taiwan,Imports,12/1/2020,4911663
Macau,Imports,12/1/2020,1974
Mainland China,Imports,12/1/2020,6202327
Afghanistan,Imports,12/1/2020,45
Bangladesh,Imports,12/1/2020,25556
India,Imports,12/1/2020,636451
"Maldives, Republic Of",Imports,12/1/2020,227
Nepal,Imports,12/1/2020,1298
Pakistan,Imports,12/1/2020,8647
Sri Lanka,Imports,12/1/2020,23637
Bahrain,Imports,12/1/2020,1371
Cyprus,Imports,12/1/2020,1143
Iran,Imports,12/1/2020,960
Israel,Imports,12/1/2020,57097
Jordan,Imports,12/1/2020,4383
Kuwait,Imports,12/1/2020,84802
Lebanon,Imports,12/1/2020,104
Oman,Imports,12/1/2020,114288
Qatar,Imports,12/1/2020,205269
Saudi Arabia,Imports,12/1/2020,718909
Syrian Arab Republic,Imports,12/1/2020,87
United Arab Emirates,Imports,12/1/2020,899563
Yemen,Imports,12/1/2020,855
Yemen Democratic,Imports,12/1/2020,0
Canada,Imports,12/1/2020,142990
Puerto Rico,Imports,12/1/2020,15952
United States,Imports,12/1/2020,3794181
Argentina,Imports,12/1/2020,6324
Brazil,Imports,12/1/2020,304498
Chile,Imports,12/1/2020,6539
Colombia,Imports,12/1/2020,114772
Ecuador,Imports,12/1/2020,3436
Mexico,Imports,12/1/2020,217586
Paraguay,Imports,12/1/2020,127
Peru,Imports,12/1/2020,3387
Uruguay,Imports,12/1/2020,1254
Venezuela,Imports,12/1/2020,128
Australia,Imports,12/1/2020,432820
Fiji,Imports,12/1/2020,164
New Caledonia,Imports,12/1/2020,42
New Zealand,Imports,12/1/2020,92235
Papua New Guinea,Imports,12/1/2020,11259
French Polynesia,Imports,12/1/2020,103
Guam,Imports,12/1/2020,65
Solomon Islands,Imports,12/1/2020,248
Other Countries In Oceania,Imports,12/1/2020,3960
Norway,Imports,12/1/2020,109334
Liechtenstein,Imports,12/1/2020,3105
Netherlands Antilles,Imports,12/1/2020,89
Panama,Imports,12/1/2020,193
Bahamas,Imports,12/1/2020,0
Bermuda,Imports,12/1/2020,0
French Guiana,Imports,12/1/2020,734
Grenada,Imports,12/1/2020,0
Guatemala,Imports,12/1/2020,2526
Honduras,Imports,12/1/2020,187
Jamaica,Imports,12/1/2020,116
St Vincent & The Grenadines,Imports,12/1/2020,6
Trinidad & Tobago,Imports,12/1/2020,29405
Anguilla,Imports,12/1/2020,32
Other Countries In America,Imports,12/1/2020,33069
Nauru,Imports,12/1/2020,48
Cocos,Imports,12/1/2020,0
French Southern Territories,Imports,12/1/2020,2
Norfolk Island,Imports,12/1/2020,0
Cook Islands,Imports,12/1/2020,0
Kiribati,Imports,12/1/2020,0
Niue,Imports,12/1/2020,0
Tuvalu,Imports,12/1/2020,0
Wallis & Fatuna Islands,Imports,12/1/2020,94
Micronesia,Imports,12/1/2020,0
Palau,Imports,12/1/2020,0
South Sudan,Imports,12/1/2020,0
Commonwealth Of Independent States,Imports,12/1/2020,334499
Belgium,Exports,12/1/2020,228581
Denmark,Exports,12/1/2020,12355
France,Exports,12/1/2020,406905
"Germany, Federal Republic Of",Exports,12/1/2020,674442
Greece,Exports,12/1/2020,106578
Ireland,Exports,12/1/2020,39043
Italy,Exports,12/1/2020,69085
Luxembourg,Exports,12/1/2020,20974
Netherlands,Exports,12/1/2020,1090919
United Kingdom,Exports,12/1/2020,294080
Portugal,Exports,12/1/2020,30815
Spain,Exports,12/1/2020,32110
Austria,Exports,12/1/2020,17658
Finland,Exports,12/1/2020,9682
Sweden,Exports,12/1/2020,14856
Switzerland,Exports,12/1/2020,118009
Malta,Exports,12/1/2020,139545
"Germany, Democratic Republic Of",Exports,12/1/2020,0
Hungary,Exports,12/1/2020,32130
Poland,Exports,12/1/2020,53566
Estonia,Exports,12/1/2020,3668
Latvia,Exports,12/1/2020,9177
Lithuania,Exports,12/1/2020,75397
Slovenia,Exports,12/1/2020,5651
Czech Republic,Exports,12/1/2020,50889
Slovak Republic,Exports,12/1/2020,13013
Brunei Darussalam,Exports,12/1/2020,83374
Indonesia,Exports,12/1/2020,2756166
Malaysia,Exports,12/1/2020,4098730
Philippines,Exports,12/1/2020,888000
Thailand,Exports,12/1/2020,1582628
Myanmar,Exports,12/1/2020,327498
Cambodia,Exports,12/1/2020,538116
Laos People's Democratic Republic,Exports,12/1/2020,2842
"Vietnam, Socialist Republic Of",Exports,12/1/2020,1636831
Japan,Exports,12/1/2020,1974988
Hong Kong,Exports,12/1/2020,5941191
Republic Of Korea,Exports,12/1/2020,2170792
Taiwan,Exports,12/1/2020,2729473
Macau,Exports,12/1/2020,32529
Mainland China,Exports,12/1/2020,7090834
Afghanistan,Exports,12/1/2020,877
Bangladesh,Exports,12/1/2020,355909
India,Exports,12/1/2020,1482607
"Maldives, Republic Of",Exports,12/1/2020,16375
Nepal,Exports,12/1/2020,18460
Pakistan,Exports,12/1/2020,85678
Sri Lanka,Exports,12/1/2020,80989
Bahrain,Exports,12/1/2020,6783
Cyprus,Exports,12/1/2020,38907
Iran,Exports,12/1/2020,1190
Israel,Exports,12/1/2020,79428
Jordan,Exports,12/1/2020,7080
Kuwait,Exports,12/1/2020,11378
Lebanon,Exports,12/1/2020,2163
Oman,Exports,12/1/2020,15487
Qatar,Exports,12/1/2020,50873
Saudi Arabia,Exports,12/1/2020,117440
Syrian Arab Republic,Exports,12/1/2020,1
United Arab Emirates,Exports,12/1/2020,386777
Yemen,Exports,12/1/2020,585
Yemen Democratic,Exports,12/1/2020,0
Canada,Exports,12/1/2020,138534
Puerto Rico,Exports,12/1/2020,21145
United States,Exports,12/1/2020,4720384
Argentina,Exports,12/1/2020,13991
Brazil,Exports,12/1/2020,123050
Chile,Exports,12/1/2020,9352
Colombia,Exports,12/1/2020,5912
Ecuador,Exports,12/1/2020,2958
Mexico,Exports,12/1/2020,142122
Paraguay,Exports,12/1/2020,2166
Peru,Exports,12/1/2020,6953
Uruguay,Exports,12/1/2020,567
Venezuela,Exports,12/1/2020,15
Australia,Exports,12/1/2020,939170
Fiji,Exports,12/1/2020,26368
New Caledonia,Exports,12/1/2020,47804
New Zealand,Exports,12/1/2020,190958
Papua New Guinea,Exports,12/1/2020,63337
French Polynesia,Exports,12/1/2020,4307
Guam,Exports,12/1/2020,36388
Solomon Islands,Exports,12/1/2020,4351
Other Countries In Oceania,Exports,12/1/2020,345987
Belgium,Trade Balance,12/1/2020,95136
Denmark,Trade Balance,12/1/2020,-130854
France,Trade Balance,12/1/2020,-734698
"Germany, Federal Republic Of",Trade Balance,12/1/2020,-305854
Greece,Trade Balance,12/1/2020,96149
Ireland,Trade Balance,12/1/2020,-211677
Italy,Trade Balance,12/1/2020,-544645
Luxembourg,Trade Balance,12/1/2020,9083
Netherlands,Trade Balance,12/1/2020,833027
United Kingdom,Trade Balance,12/1/2020,-461244
Portugal,Trade Balance,12/1/2020,-6791
Spain,Trade Balance,12/1/2020,-90829
Austria,Trade Balance,12/1/2020,-64961
Finland,Trade Balance,12/1/2020,-25113
Sweden,Trade Balance,12/1/2020,-146544
Switzerland,Trade Balance,12/1/2020,-513150
Malta,Trade Balance,12/1/2020,107306
"Germany, Democratic Republic Of",Trade Balance,12/1/2020,0
Hungary,Trade Balance,12/1/2020,-20753
Poland,Trade Balance,12/1/2020,-3759
Estonia,Trade Balance,12/1/2020,1258
