Country,MonYear,TradeType,Values
French Polynesia,7/1/2022,Trade Balance,22338
French Polynesia,6/1/2020,Trade Balance,1325
French Polynesia,6/1/2021,Trade Balance,1486
French Polynesia,6/1/2022,Trade Balance,-253
French Polynesia,3/1/2020,Trade Balance,7775
French Polynesia,3/1/2021,Trade Balance,1978
French Polynesia,3/1/2022,Trade Balance,4812
French Polynesia,5/1/2020,Trade Balance,3200
French Polynesia,5/1/2021,Trade Balance,1099
French Polynesia,5/1/2022,Trade Balance,144
French Polynesia,11/1/2020,Trade Balance,8387
French Polynesia,11/1/2021,Trade Balance,2279
French Polynesia,11/1/2022,Trade Balance,17107
French Polynesia,10/1/2020,Trade Balance,1979
French Polynesia,10/1/2021,Trade Balance,21642
French Polynesia,10/1/2022,Trade Balance,34557
French Polynesia,9/1/2020,Trade Balance,2066
French Polynesia,9/1/2021,Trade Balance,6944
French Polynesia,9/1/2022,Trade Balance,2706
Guam,4/1/2020,Trade Balance,21471
Guam,4/1/2021,Trade Balance,55562
Guam,4/1/2022,Trade Balance,33454
Guam,8/1/2020,Trade Balance,28315
Guam,8/1/2021,Trade Balance,45011
Guam,8/1/2022,Trade Balance,73796
Guam,12/1/2020,Trade Balance,36323
Guam,12/1/2021,Trade Balance,60175
Guam,12/1/2022,Trade Balance,41115
Guam,2/1/2020,Trade Balance,8646
Guam,2/1/2021,Trade Balance,27969
Guam,2/1/2022,Trade Balance,64085
Guam,1/1/2020,Trade Balance,71024
Guam,1/1/2021,Trade Balance,2195
Guam,1/1/2022,Trade Balance,22957
Guam,7/1/2020,Trade Balance,21743
Guam,7/1/2021,Trade Balance,33244
Guam,7/1/2022,Trade Balance,19117
Guam,6/1/2020,Trade Balance,11913
Guam,6/1/2021,Trade Balance,74154
Guam,6/1/2022,Trade Balance,110193
Guam,3/1/2020,Trade Balance,35739
Guam,3/1/2021,Trade Balance,41037
Guam,3/1/2022,Trade Balance,5433
Guam,5/1/2020,Trade Balance,7645
Guam,5/1/2021,Trade Balance,57748
Guam,5/1/2022,Trade Balance,54713
Guam,11/1/2020,Trade Balance,38957
Guam,11/1/2021,Trade Balance,88117
Guam,11/1/2022,Trade Balance,49292
Guam,10/1/2020,Trade Balance,24393
Guam,10/1/2021,Trade Balance,14282
Guam,10/1/2022,Trade Balance,76552
Guam,9/1/2020,Trade Balance,4405
Guam,9/1/2021,Trade Balance,75311
Guam,9/1/2022,Trade Balance,50237
Solomon Islands,4/1/2020,Trade Balance,2390
Solomon Islands,4/1/2021,Trade Balance,4913
Solomon Islands,4/1/2022,Trade Balance,9826
Solomon Islands,8/1/2020,Trade Balance,6784
Solomon Islands,8/1/2021,Trade Balance,8023
Solomon Islands,8/1/2022,Trade Balance,13852
Solomon Islands,12/1/2020,Trade Balance,4103
Solomon Islands,12/1/2021,Trade Balance,7976
Solomon Islands,12/1/2022,Trade Balance,6015
Solomon Islands,2/1/2020,Trade Balance,2524
Solomon Islands,2/1/2021,Trade Balance,4667
Solomon Islands,2/1/2022,Trade Balance,4772
Solomon Islands,1/1/2020,Trade Balance,6109
Solomon Islands,1/1/2021,Trade Balance,7970
Solomon Islands,1/1/2022,Trade Balance,6286
Solomon Islands,7/1/2020,Trade Balance,3266
Solomon Islands,7/1/2021,Trade Balance,3552
Solomon Islands,7/1/2022,Trade Balance,21651
Solomon Islands,6/1/2020,Trade Balance,3516
Solomon Islands,6/1/2021,Trade Balance,6248
Solomon Islands,6/1/2022,Trade Balance,5759
Solomon Islands,3/1/2020,Trade Balance,2282
Solomon Islands,3/1/2021,Trade Balance,10205
Solomon Islands,3/1/2022,Trade Balance,5274
Solomon Islands,5/1/2020,Trade Balance,2042
Solomon Islands,5/1/2021,Trade Balance,4803
Solomon Islands,5/1/2022,Trade Balance,18043
Solomon Islands,11/1/2020,Trade Balance,1402
Solomon Islands,11/1/2021,Trade Balance,5432
Solomon Islands,11/1/2022,Trade Balance,7107
Solomon Islands,10/1/2020,Trade Balance,4896
Solomon Islands,10/1/2021,Trade Balance,10623
Solomon Islands,10/1/2022,Trade Balance,7728
Solomon Islands,9/1/2020,Trade Balance,2584
Solomon Islands,9/1/2021,Trade Balance,8087
Solomon Islands,9/1/2022,Trade Balance,9031
Other Countries In Oceania,4/1/2020,Trade Balance,344678
Other Countries In Oceania,4/1/2021,Trade Balance,423395
Other Countries In Oceania,4/1/2022,Trade Balance,741983
Other Countries In Oceania,8/1/2020,Trade Balance,331038
Other Countries In Oceania,8/1/2021,Trade Balance,418799
Other Countries In Oceania,8/1/2022,Trade Balance,823083
Other Countries In Oceania,12/1/2020,Trade Balance,342027
Other Countries In Oceania,12/1/2021,Trade Balance,499351
Other Countries In Oceania,12/1/2022,Trade Balance,689823
Other Countries In Oceania,2/1/2020,Trade Balance,604437
Other Countries In Oceania,2/1/2021,Trade Balance,425066
Other Countries In Oceania,2/1/2022,Trade Balance,577174
Other Countries In Oceania,1/1/2020,Trade Balance,588690
Other Countries In Oceania,1/1/2021,Trade Balance,376917
Other Countries In Oceania,1/1/2022,Trade Balance,530631
Other Countries In Oceania,7/1/2020,Trade Balance,289981
Other Countries In Oceania,7/1/2021,Trade Balance,426670
Other Countries In Oceania,7/1/2022,Trade Balance,725837
Other Countries In Oceania,6/1/2020,Trade Balance,257241
Other Countries In Oceania,6/1/2021,Trade Balance,414043
Other Countries In Oceania,6/1/2022,Trade Balance,706061
Other Countries In Oceania,3/1/2020,Trade Balance,440936
Other Countries In Oceania,3/1/2021,Trade Balance,367735
Other Countries In Oceania,3/1/2022,Trade Balance,507347
Other Countries In Oceania,5/1/2020,Trade Balance,213979
Other Countries In Oceania,5/1/2021,Trade Balance,398999
Other Countries In Oceania,5/1/2022,Trade Balance,681083
Other Countries In Oceania,11/1/2020,Trade Balance,313444
Other Countries In Oceania,11/1/2021,Trade Balance,490360
Other Countries In Oceania,11/1/2022,Trade Balance,647386
Other Countries In Oceania,10/1/2020,Trade Balance,310541
Other Countries In Oceania,10/1/2021,Trade Balance,424314
Other Countries In Oceania,10/1/2022,Trade Balance,657816
Other Countries In Oceania,9/1/2020,Trade Balance,320140
Other Countries In Oceania,9/1/2021,Trade Balance,425206
Other Countries In Oceania,9/1/2022,Trade Balance,707695
Norway,4/1/2020,Trade Balance,-50807
Norway,4/1/2021,Trade Balance,-100416
Norway,4/1/2022,Trade Balance,-55664
Norway,8/1/2020,Trade Balance,-82320
Norway,8/1/2021,Trade Balance,-51509
Norway,8/1/2022,Trade Balance,-36231
Norway,12/1/2020,Trade Balance,-109334
Norway,12/1/2021,Trade Balance,-50080
Norway,12/1/2022,Trade Balance,-50581
Norway,2/1/2020,Trade Balance,-71122
Norway,2/1/2021,Trade Balance,-48391
Norway,2/1/2022,Trade Balance,-46708
Norway,1/1/2020,Trade Balance,-58705
Norway,1/1/2021,Trade Balance,-44281
Norway,1/1/2022,Trade Balance,-54280
Norway,7/1/2020,Trade Balance,-55228
Norway,7/1/2021,Trade Balance,-48442
Norway,7/1/2022,Trade Balance,-49789
Norway,6/1/2020,Trade Balance,-94930
Norway,6/1/2021,Trade Balance,-62320
Norway,6/1/2022,Trade Balance,-53425
Norway,3/1/2020,Trade Balance,-69037
Norway,3/1/2021,Trade Balance,-67520
Norway,3/1/2022,Trade Balance,-90633
Norway,5/1/2020,Trade Balance,-66717
Norway,5/1/2021,Trade Balance,-43877
Norway,5/1/2022,Trade Balance,-44564
Norway,11/1/2020,Trade Balance,-54431
Norway,11/1/2021,Trade Balance,-48303
Norway,11/1/2022,Trade Balance,-43134
Norway,10/1/2020,Trade Balance,-51510
Norway,10/1/2021,Trade Balance,-44647
Norway,10/1/2022,Trade Balance,-40090
Norway,9/1/2020,Trade Balance,-44600
Norway,9/1/2021,Trade Balance,-40203
Norway,9/1/2022,Trade Balance,-41524
Liechtenstein,4/1/2020,Trade Balance,-3329
Liechtenstein,4/1/2021,Trade Balance,-2789
Liechtenstein,4/1/2022,Trade Balance,-4006
Liechtenstein,8/1/2020,Trade Balance,-2421
Liechtenstein,8/1/2021,Trade Balance,-3655
Liechtenstein,8/1/2022,Trade Balance,-3380
Liechtenstein,12/1/2020,Trade Balance,-3105
Liechtenstein,12/1/2021,Trade Balance,-3311
Liechtenstein,12/1/2022,Trade Balance,-2250
Liechtenstein,2/1/2020,Trade Balance,-2869
Liechtenstein,2/1/2021,Trade Balance,-2612
Liechtenstein,2/1/2022,Trade Balance,-2804
Liechtenstein,1/1/2020,Trade Balance,-2822
Liechtenstein,1/1/2021,Trade Balance,-2859
Liechtenstein,1/1/2022,Trade Balance,-2951
Liechtenstein,7/1/2020,Trade Balance,-2505
Liechtenstein,7/1/2021,Trade Balance,-2597
Liechtenstein,7/1/2022,Trade Balance,-3229
Liechtenstein,6/1/2020,Trade Balance,-1402
Liechtenstein,6/1/2021,Trade Balance,-3631
Liechtenstein,6/1/2022,Trade Balance,-3055
Liechtenstein,3/1/2020,Trade Balance,-2430
Liechtenstein,3/1/2021,Trade Balance,-3744
Liechtenstein,3/1/2022,Trade Balance,-2640
Liechtenstein,5/1/2020,Trade Balance,-2349
Liechtenstein,5/1/2021,Trade Balance,-3716
Liechtenstein,5/1/2022,Trade Balance,-3438
Liechtenstein,11/1/2020,Trade Balance,-2345
Liechtenstein,11/1/2021,Trade Balance,-2985
Liechtenstein,11/1/2022,Trade Balance,-3686
Liechtenstein,10/1/2020,Trade Balance,-2227
Liechtenstein,10/1/2021,Trade Balance,-3597
Liechtenstein,10/1/2022,Trade Balance,-2650
Liechtenstein,9/1/2020,Trade Balance,-2788
Liechtenstein,9/1/2021,Trade Balance,-2724
Liechtenstein,9/1/2022,Trade Balance,-3558
Netherlands Antilles,4/1/2020,Trade Balance,-18
Netherlands Antilles,4/1/2021,Trade Balance,0
Netherlands Antilles,4/1/2022,Trade Balance,-3
Netherlands Antilles,8/1/2020,Trade Balance,-166
Netherlands Antilles,8/1/2021,Trade Balance,0
Netherlands Antilles,8/1/2022,Trade Balance,0
Netherlands Antilles,12/1/2020,Trade Balance,-89
Netherlands Antilles,12/1/2021,Trade Balance,-1
Netherlands Antilles,12/1/2022,Trade Balance,0
Netherlands Antilles,2/1/2020,Trade Balance,-43018
Netherlands Antilles,2/1/2021,Trade Balance,-2
Netherlands Antilles,2/1/2022,Trade Balance,-5
Netherlands Antilles,1/1/2020,Trade Balance,-32
Netherlands Antilles,1/1/2021,Trade Balance,-6
Netherlands Antilles,1/1/2022,Trade Balance,0
Netherlands Antilles,7/1/2020,Trade Balance,-2
Netherlands Antilles,7/1/2021,Trade Balance,0
Netherlands Antilles,7/1/2022,Trade Balance,0
Netherlands Antilles,6/1/2020,Trade Balance,-49
Netherlands Antilles,6/1/2021,Trade Balance,-4
Netherlands Antilles,6/1/2022,Trade Balance,0
Netherlands Antilles,3/1/2020,Trade Balance,-30
Netherlands Antilles,3/1/2021,Trade Balance,0
Netherlands Antilles,3/1/2022,Trade Balance,-5
Netherlands Antilles,5/1/2020,Trade Balance,-26
Netherlands Antilles,5/1/2021,Trade Balance,0
Netherlands Antilles,5/1/2022,Trade Balance,0
Netherlands Antilles,11/1/2020,Trade Balance,-18
Netherlands Antilles,11/1/2021,Trade Balance,0
Netherlands Antilles,11/1/2022,Trade Balance,0
Netherlands Antilles,10/1/2020,Trade Balance,-77
Netherlands Antilles,10/1/2021,Trade Balance,-2
Netherlands Antilles,10/1/2022,Trade Balance,0
Netherlands Antilles,9/1/2020,Trade Balance,-80
Netherlands Antilles,9/1/2021,Trade Balance,0
Netherlands Antilles,9/1/2022,Trade Balance,0
Panama,4/1/2020,Trade Balance,-1549
Panama,4/1/2021,Trade Balance,-149
Panama,4/1/2022,Trade Balance,-327
Panama,8/1/2020,Trade Balance,-137
Panama,8/1/2021,Trade Balance,-138
Panama,8/1/2022,Trade Balance,-424
Panama,12/1/2020,Trade Balance,-193
Panama,12/1/2021,Trade Balance,-2090
Panama,12/1/2022,Trade Balance,-127
Panama,2/1/2020,Trade Balance,-366
Panama,2/1/2021,Trade Balance,-221
Panama,2/1/2022,Trade Balance,-29
Panama,1/1/2020,Trade Balance,-691
Panama,1/1/2021,Trade Balance,-307
Panama,1/1/2022,Trade Balance,-102
Panama,7/1/2020,Trade Balance,-67
Panama,7/1/2021,Trade Balance,-787
Panama,7/1/2022,Trade Balance,-131
Panama,6/1/2020,Trade Balance,-162
Panama,6/1/2021,Trade Balance,-275
Panama,6/1/2022,Trade Balance,-403
Panama,3/1/2020,Trade Balance,-241
Panama,3/1/2021,Trade Balance,-273
Panama,3/1/2022,Trade Balance,-193
Panama,5/1/2020,Trade Balance,-1300
Panama,5/1/2021,Trade Balance,-110
Panama,5/1/2022,Trade Balance,-337
Panama,11/1/2020,Trade Balance,-2139
Panama,11/1/2021,Trade Balance,-354
Panama,11/1/2022,Trade Balance,-116
Panama,10/1/2020,Trade Balance,-560
Panama,10/1/2021,Trade Balance,-335
Panama,10/1/2022,Trade Balance,-175
Panama,9/1/2020,Trade Balance,-83
Panama,9/1/2021,Trade Balance,-265
Panama,9/1/2022,Trade Balance,-328
Bahamas,4/1/2020,Trade Balance,-31
Bahamas,4/1/2021,Trade Balance,-33298
Bahamas,4/1/2022,Trade Balance,-2
Bahamas,8/1/2020,Trade Balance,-6173
Bahamas,8/1/2021,Trade Balance,0
Bahamas,8/1/2022,Trade Balance,0
Bahamas,12/1/2020,Trade Balance,0
Bahamas,12/1/2021,Trade Balance,-7294
Bahamas,12/1/2022,Trade Balance,-11
Bahamas,2/1/2020,Trade Balance,-37085
Bahamas,2/1/2021,Trade Balance,0
Bahamas,2/1/2022,Trade Balance,-6
Bahamas,1/1/2020,Trade Balance,0
Bahamas,1/1/2021,Trade Balance,-118553
Bahamas,1/1/2022,Trade Balance,-47
Bahamas,7/1/2020,Trade Balance,-63061
Bahamas,7/1/2021,Trade Balance,-29503
Bahamas,7/1/2022,Trade Balance,-6
Bahamas,6/1/2020,Trade Balance,-20
Bahamas,6/1/2021,Trade Balance,-2
Bahamas,6/1/2022,Trade Balance,-14704
Bahamas,3/1/2020,Trade Balance,-8
Bahamas,3/1/2021,Trade Balance,-17
Bahamas,3/1/2022,Trade Balance,0
Bahamas,5/1/2020,Trade Balance,-1
Bahamas,5/1/2021,Trade Balance,-3
Bahamas,5/1/2022,Trade Balance,-11
Bahamas,11/1/2020,Trade Balance,-152881
Bahamas,11/1/2021,Trade Balance,-3
Bahamas,11/1/2022,Trade Balance,-4
Bahamas,10/1/2020,Trade Balance,-54
Bahamas,10/1/2021,Trade Balance,-1
Bahamas,10/1/2022,Trade Balance,-4
Bahamas,9/1/2020,Trade Balance,-13702
Bahamas,9/1/2021,Trade Balance,-20616
Bahamas,9/1/2022,Trade Balance,-4
Bermuda,4/1/2020,Trade Balance,0
Bermuda,4/1/2021,Trade Balance,0
Bermuda,4/1/2022,Trade Balance,0
Bermuda,8/1/2020,Trade Balance,0
Bermuda,8/1/2021,Trade Balance,0
Bermuda,8/1/2022,Trade Balance,-2
Bermuda,12/1/2020,Trade Balance,0
Bermuda,12/1/2021,Trade Balance,0
Bermuda,12/1/2022,Trade Balance,0
Bermuda,2/1/2020,Trade Balance,0
Bermuda,2/1/2021,Trade Balance,-2
Bermuda,2/1/2022,Trade Balance,0
Bermuda,1/1/2020,Trade Balance,-81
Bermuda,1/1/2021,Trade Balance,-2
Bermuda,1/1/2022,Trade Balance,0
Bermuda,7/1/2020,Trade Balance,-2
Bermuda,7/1/2021,Trade Balance,0
Bermuda,7/1/2022,Trade Balance,-1
Bermuda,6/1/2020,Trade Balance,0
Bermuda,6/1/2021,Trade Balance,0
Bermuda,6/1/2022,Trade Balance,0
Bermuda,3/1/2020,Trade Balance,0
Bermuda,3/1/2021,Trade Balance,-1
Bermuda,3/1/2022,Trade Balance,-1
Bermuda,5/1/2020,Trade Balance,0
Bermuda,5/1/2021,Trade Balance,-1
Bermuda,5/1/2022,Trade Balance,-6
Bermuda,11/1/2020,Trade Balance,-5
Bermuda,11/1/2021,Trade Balance,0
Bermuda,11/1/2022,Trade Balance,-4
Bermuda,10/1/2020,Trade Balance,-5
Bermuda,10/1/2021,Trade Balance,0
Bermuda,10/1/2022,Trade Balance,0
Bermuda,9/1/2020,Trade Balance,-1
Bermuda,9/1/2021,Trade Balance,0
Bermuda,9/1/2022,Trade Balance,-3
French Guiana,4/1/2020,Trade Balance,-10
French Guiana,4/1/2021,Trade Balance,-44
French Guiana,4/1/2022,Trade Balance,-36
French Guiana,8/1/2020,Trade Balance,-456
French Guiana,8/1/2021,Trade Balance,0
French Guiana,8/1/2022,Trade Balance,-431
French Guiana,12/1/2020,Trade Balance,-734
French Guiana,12/1/2021,Trade Balance,0
French Guiana,12/1/2022,Trade Balance,-123
French Guiana,2/1/2020,Trade Balance,0
French Guiana,2/1/2021,Trade Balance,-9
French Guiana,2/1/2022,Trade Balance,-930
French Guiana,1/1/2020,Trade Balance,-7
French Guiana,1/1/2021,Trade Balance,-65
French Guiana,1/1/2022,Trade Balance,-14
French Guiana,7/1/2020,Trade Balance,-1008
French Guiana,7/1/2021,Trade Balance,-27
French Guiana,7/1/2022,Trade Balance,-359
French Guiana,6/1/2020,Trade Balance,-38
French Guiana,6/1/2021,Trade Balance,-6
French Guiana,6/1/2022,Trade Balance,-195
French Guiana,3/1/2020,Trade Balance,0
French Guiana,3/1/2021,Trade Balance,-83
French Guiana,3/1/2022,Trade Balance,-2
French Guiana,5/1/2020,Trade Balance,-9
French Guiana,5/1/2021,Trade Balance,-496
French Guiana,5/1/2022,Trade Balance,-122
French Guiana,11/1/2020,Trade Balance,0
French Guiana,11/1/2021,Trade Balance,-183
French Guiana,11/1/2022,Trade Balance,-517
French Guiana,10/1/2020,Trade Balance,-36
French Guiana,10/1/2021,Trade Balance,-73
French Guiana,10/1/2022,Trade Balance,-12899
French Guiana,9/1/2020,Trade Balance,-3278
French Guiana,9/1/2021,Trade Balance,0
French Guiana,9/1/2022,Trade Balance,-296
Grenada,4/1/2020,Trade Balance,-17
Grenada,4/1/2021,Trade Balance,0
Grenada,4/1/2022,Trade Balance,-2
Grenada,8/1/2020,Trade Balance,0
Grenada,8/1/2021,Trade Balance,-8
Grenada,8/1/2022,Trade Balance,-8
Grenada,12/1/2020,Trade Balance,0
Grenada,12/1/2021,Trade Balance,-2
Grenada,12/1/2022,Trade Balance,-6
Grenada,2/1/2020,Trade Balance,0
Grenada,2/1/2021,Trade Balance,-4
Grenada,2/1/2022,Trade Balance,-18
Grenada,1/1/2020,Trade Balance,-5
Grenada,1/1/2021,Trade Balance,-41
Grenada,1/1/2022,Trade Balance,-2
Grenada,7/1/2020,Trade Balance,0
Grenada,7/1/2021,Trade Balance,-1
Grenada,7/1/2022,Trade Balance,0
Grenada,6/1/2020,Trade Balance,-14
Grenada,6/1/2021,Trade Balance,-1
Grenada,6/1/2022,Trade Balance,-13
Grenada,3/1/2020,Trade Balance,-4
Grenada,3/1/2021,Trade Balance,0
Grenada,3/1/2022,Trade Balance,-41
Grenada,5/1/2020,Trade Balance,0
Grenada,5/1/2021,Trade Balance,-14
Grenada,5/1/2022,Trade Balance,-1
Grenada,11/1/2020,Trade Balance,0
Grenada,11/1/2021,Trade Balance,-15
Grenada,11/1/2022,Trade Balance,-19
Grenada,10/1/2020,Trade Balance,-1
Grenada,10/1/2021,Trade Balance,-2
Grenada,10/1/2022,Trade Balance,-1
Grenada,9/1/2020,Trade Balance,0
Grenada,9/1/2021,Trade Balance,-7
Grenada,9/1/2022,Trade Balance,-3
Guatemala,4/1/2020,Trade Balance,-447
Guatemala,4/1/2021,Trade Balance,-3219
Guatemala,4/1/2022,Trade Balance,-1381
Guatemala,8/1/2020,Trade Balance,-1694
Guatemala,8/1/2021,Trade Balance,-1068
Guatemala,8/1/2022,Trade Balance,-2170
Guatemala,12/1/2020,Trade Balance,-2526
Guatemala,12/1/2021,Trade Balance,-691
Guatemala,12/1/2022,Trade Balance,-570
Guatemala,2/1/2020,Trade Balance,-8087
Guatemala,2/1/2021,Trade Balance,-5319
Guatemala,2/1/2022,Trade Balance,-1895
Guatemala,1/1/2020,Trade Balance,-1663
Guatemala,1/1/2021,Trade Balance,-3474
Guatemala,1/1/2022,Trade Balance,-1603
Guatemala,7/1/2020,Trade Balance,-3802
Guatemala,7/1/2021,Trade Balance,-2075
Guatemala,7/1/2022,Trade Balance,-3463
Guatemala,6/1/2020,Trade Balance,-1020
Guatemala,6/1/2021,Trade Balance,-2754
Guatemala,6/1/2022,Trade Balance,-1168
Guatemala,3/1/2020,Trade Balance,-8961
Guatemala,3/1/2021,Trade Balance,-7569
Guatemala,3/1/2022,Trade Balance,-1931
Guatemala,5/1/2020,Trade Balance,-1487
Guatemala,5/1/2021,Trade Balance,-5253
Guatemala,5/1/2022,Trade Balance,-2804
Guatemala,11/1/2020,Trade Balance,-1812
Guatemala,11/1/2021,Trade Balance,-1026
Guatemala,11/1/2022,Trade Balance,-997
Guatemala,10/1/2020,Trade Balance,-1603
Guatemala,10/1/2021,Trade Balance,-1756
Guatemala,10/1/2022,Trade Balance,-262
Guatemala,9/1/2020,Trade Balance,-1393
Guatemala,9/1/2021,Trade Balance,-896
Guatemala,9/1/2022,Trade Balance,-926
Honduras,4/1/2020,Trade Balance,-252
Honduras,4/1/2021,Trade Balance,-214
Honduras,4/1/2022,Trade Balance,-443
Honduras,8/1/2020,Trade Balance,-358
Honduras,8/1/2021,Trade Balance,-367
Honduras,8/1/2022,Trade Balance,-793
Honduras,12/1/2020,Trade Balance,-187
Honduras,12/1/2021,Trade Balance,-730
Honduras,12/1/2022,Trade Balance,-1457
Honduras,2/1/2020,Trade Balance,-179
Honduras,2/1/2021,Trade Balance,-172
Honduras,2/1/2022,Trade Balance,-253
Honduras,1/1/2020,Trade Balance,-249
Honduras,1/1/2021,Trade Balance,-180
Honduras,1/1/2022,Trade Balance,-274
Honduras,7/1/2020,Trade Balance,-69
Honduras,7/1/2021,Trade Balance,-561
Honduras,7/1/2022,Trade Balance,-780
Honduras,6/1/2020,Trade Balance,-194
Honduras,6/1/2021,Trade Balance,-668
Honduras,6/1/2022,Trade Balance,-228
Honduras,3/1/2020,Trade Balance,-260
Honduras,3/1/2021,Trade Balance,-359
Honduras,3/1/2022,Trade Balance,-320
Honduras,5/1/2020,Trade Balance,-277
Honduras,5/1/2021,Trade Balance,-296
Honduras,5/1/2022,Trade Balance,-238
Honduras,11/1/2020,Trade Balance,-149
Honduras,11/1/2021,Trade Balance,-366
Honduras,11/1/2022,Trade Balance,-838
Honduras,10/1/2020,Trade Balance,-153
Honduras,10/1/2021,Trade Balance,-566
Honduras,10/1/2022,Trade Balance,-706
Honduras,9/1/2020,Trade Balance,-537
Honduras,9/1/2021,Trade Balance,-763
Honduras,9/1/2022,Trade Balance,-432
Jamaica,4/1/2020,Trade Balance,-31
Jamaica,4/1/2021,Trade Balance,-200
Jamaica,4/1/2022,Trade Balance,-125
Jamaica,8/1/2020,Trade Balance,-34
Jamaica,8/1/2021,Trade Balance,-34
Jamaica,8/1/2022,Trade Balance,-137
Jamaica,12/1/2020,Trade Balance,-116
Jamaica,12/1/2021,Trade Balance,-104
Jamaica,12/1/2022,Trade Balance,-93
Jamaica,2/1/2020,Trade Balance,-23
Jamaica,2/1/2021,Trade Balance,-39
Jamaica,2/1/2022,Trade Balance,-104
Jamaica,1/1/2020,Trade Balance,-94
Jamaica,1/1/2021,Trade Balance,-155
Jamaica,1/1/2022,Trade Balance,-44
Jamaica,7/1/2020,Trade Balance,-20
Jamaica,7/1/2021,Trade Balance,-131
Jamaica,7/1/2022,Trade Balance,-24
Jamaica,6/1/2020,Trade Balance,-110
Jamaica,6/1/2021,Trade Balance,-51
Jamaica,6/1/2022,Trade Balance,-96
Jamaica,3/1/2020,Trade Balance,-16
Jamaica,3/1/2021,Trade Balance,-39
Jamaica,3/1/2022,Trade Balance,-44
Jamaica,5/1/2020,Trade Balance,-74
Jamaica,5/1/2021,Trade Balance,-53
Jamaica,5/1/2022,Trade Balance,-47
Jamaica,11/1/2020,Trade Balance,-13
Jamaica,11/1/2021,Trade Balance,-184
Jamaica,11/1/2022,Trade Balance,-117
Jamaica,10/1/2020,Trade Balance,-49
Jamaica,10/1/2021,Trade Balance,-83
Jamaica,10/1/2022,Trade Balance,-61
Jamaica,9/1/2020,Trade Balance,-64
Jamaica,9/1/2021,Trade Balance,-55
Jamaica,9/1/2022,Trade Balance,-493
St Vincent & The Grenadines,4/1/2020,Trade Balance,0
St Vincent & The Grenadines,4/1/2021,Trade Balance,-41
St Vincent & The Grenadines,4/1/2022,Trade Balance,0
St Vincent & The Grenadines,8/1/2020,Trade Balance,0
St Vincent & The Grenadines,8/1/2021,Trade Balance,0
St Vincent & The Grenadines,8/1/2022,Trade Balance,0
St Vincent & The Grenadines,12/1/2020,Trade Balance,-6
St Vincent & The Grenadines,12/1/2021,Trade Balance,-1
St Vincent & The Grenadines,12/1/2022,Trade Balance,0
St Vincent & The Grenadines,2/1/2020,Trade Balance,-1
St Vincent & The Grenadines,2/1/2021,Trade Balance,0
St Vincent & The Grenadines,2/1/2022,Trade Balance,0
St Vincent & The Grenadines,1/1/2020,Trade Balance,-3
St Vincent & The Grenadines,1/1/2021,Trade Balance,0
St Vincent & The Grenadines,1/1/2022,Trade Balance,0
St Vincent & The Grenadines,7/1/2020,Trade Balance,-4
St Vincent & The Grenadines,7/1/2021,Trade Balance,0
St Vincent & The Grenadines,7/1/2022,Trade Balance,0
St Vincent & The Grenadines,6/1/2020,Trade Balance,0
St Vincent & The Grenadines,6/1/2021,Trade Balance,0
St Vincent & The Grenadines,6/1/2022,Trade Balance,-1
St Vincent & The Grenadines,3/1/2020,Trade Balance,-4
St Vincent & The Grenadines,3/1/2021,Trade Balance,-1
St Vincent & The Grenadines,3/1/2022,Trade Balance,0
St Vincent & The Grenadines,5/1/2020,Trade Balance,0
St Vincent & The Grenadines,5/1/2021,Trade Balance,0
St Vincent & The Grenadines,5/1/2022,Trade Balance,0
St Vincent & The Grenadines,11/1/2020,Trade Balance,0
St Vincent & The Grenadines,11/1/2021,Trade Balance,0
St Vincent & The Grenadines,11/1/2022,Trade Balance,0
St Vincent & The Grenadines,10/1/2020,Trade Balance,-2
St Vincent & The Grenadines,10/1/2021,Trade Balance,0
St Vincent & The Grenadines,10/1/2022,Trade Balance,-2
St Vincent & The Grenadines,9/1/2020,Trade Balance,0
St Vincent & The Grenadines,9/1/2021,Trade Balance,0
St Vincent & The Grenadines,9/1/2022,Trade Balance,-21
Trinidad & Tobago,4/1/2020,Trade Balance,-52
Trinidad & Tobago,4/1/2021,Trade Balance,-56
Trinidad & Tobago,4/1/2022,Trade Balance,-55
Trinidad & Tobago,8/1/2020,Trade Balance,-32
Trinidad & Tobago,8/1/2021,Trade Balance,-89
Trinidad & Tobago,8/1/2022,Trade Balance,-80568
Trinidad & Tobago,12/1/2020,Trade Balance,-29405
Trinidad & Tobago,12/1/2021,Trade Balance,-44
Trinidad & Tobago,12/1/2022,Trade Balance,-64
Trinidad & Tobago,2/1/2020,Trade Balance,-27
Trinidad & Tobago,2/1/2021,Trade Balance,-43
Trinidad & Tobago,2/1/2022,Trade Balance,-30
Trinidad & Tobago,1/1/2020,Trade Balance,-26
Trinidad & Tobago,1/1/2021,Trade Balance,-29
Trinidad & Tobago,1/1/2022,Trade Balance,-68
Trinidad & Tobago,7/1/2020,Trade Balance,-50
Trinidad & Tobago,7/1/2021,Trade Balance,-51
Trinidad & Tobago,7/1/2022,Trade Balance,-3033
Trinidad & Tobago,6/1/2020,Trade Balance,-609
Trinidad & Tobago,6/1/2021,Trade Balance,-58
Trinidad & Tobago,6/1/2022,Trade Balance,-73
Trinidad & Tobago,3/1/2020,Trade Balance,-77
