Country,MonYear,TradeType,Values
Honduras,4/1/2022,Imports,443
Honduras,8/1/2020,Imports,358
Honduras,8/1/2021,Imports,367
Honduras,8/1/2022,Imports,793
Honduras,12/1/2020,Imports,187
Honduras,12/1/2021,Imports,730
Honduras,12/1/2022,Imports,1457
Honduras,2/1/2020,Imports,179
Honduras,2/1/2021,Imports,172
Honduras,2/1/2022,Imports,253
Honduras,1/1/2020,Imports,249
Honduras,1/1/2021,Imports,180
Honduras,1/1/2022,Imports,274
Honduras,7/1/2020,Imports,69
Honduras,7/1/2021,Imports,561
Honduras,7/1/2022,Imports,780
Honduras,6/1/2020,Imports,194
Honduras,6/1/2021,Imports,668
Honduras,6/1/2022,Imports,228
Honduras,3/1/2020,Imports,260
Honduras,3/1/2021,Imports,359
Honduras,3/1/2022,Imports,320
Honduras,5/1/2020,Imports,277
Honduras,5/1/2021,Imports,296
Honduras,5/1/2022,Imports,238
Honduras,11/1/2020,Imports,149
Honduras,11/1/2021,Imports,366
Honduras,11/1/2022,Imports,838
Honduras,10/1/2020,Imports,153
Honduras,10/1/2021,Imports,566
Honduras,10/1/2022,Imports,706
Honduras,9/1/2020,Imports,537
Honduras,9/1/2021,Imports,763
Honduras,9/1/2022,Imports,432
Jamaica,4/1/2020,Imports,31
Jamaica,4/1/2021,Imports,200
Jamaica,4/1/2022,Imports,125
Jamaica,8/1/2020,Imports,34
Jamaica,8/1/2021,Imports,34
Jamaica,8/1/2022,Imports,137
Jamaica,12/1/2020,Imports,116
Jamaica,12/1/2021,Imports,104
Jamaica,12/1/2022,Imports,93
Jamaica,2/1/2020,Imports,23
Jamaica,2/1/2021,Imports,39
Jamaica,2/1/2022,Imports,104
Jamaica,1/1/2020,Imports,94
Jamaica,1/1/2021,Imports,155
Jamaica,1/1/2022,Imports,44
Jamaica,7/1/2020,Imports,20
Jamaica,7/1/2021,Imports,131
Jamaica,7/1/2022,Imports,24
Jamaica,6/1/2020,Imports,110
Jamaica,6/1/2021,Imports,51
Jamaica,6/1/2022,Imports,96
Jamaica,3/1/2020,Imports,16
Jamaica,3/1/2021,Imports,39
Jamaica,3/1/2022,Imports,44
Jamaica,5/1/2020,Imports,74
Jamaica,5/1/2021,Imports,53
Jamaica,5/1/2022,Imports,47
Jamaica,11/1/2020,Imports,13
Jamaica,11/1/2021,Imports,184
Jamaica,11/1/2022,Imports,117
Jamaica,10/1/2020,Imports,49
Jamaica,10/1/2021,Imports,83
Jamaica,10/1/2022,Imports,61
Jamaica,9/1/2020,Imports,64
Jamaica,9/1/2021,Imports,55
Jamaica,9/1/2022,Imports,493
St Vincent & The Grenadines,4/1/2020,Imports,0
St Vincent & The Grenadines,4/1/2021,Imports,41
St Vincent & The Grenadines,4/1/2022,Imports,0
St Vincent & The Grenadines,8/1/2020,Imports,0
St Vincent & The Grenadines,8/1/2021,Imports,0
St Vincent & The Grenadines,8/1/2022,Imports,0
St Vincent & The Grenadines,12/1/2020,Imports,6
St Vincent & The Grenadines,12/1/2021,Imports,1
St Vincent & The Grenadines,12/1/2022,Imports,0
St Vincent & The Grenadines,2/1/2020,Imports,1
St Vincent & The Grenadines,2/1/2021,Imports,0
St Vincent & The Grenadines,2/1/2022,Imports,0
St Vincent & The Grenadines,1/1/2020,Imports,3
St Vincent & The Grenadines,1/1/2021,Imports,0
St Vincent & The Grenadines,1/1/2022,Imports,0
St Vincent & The Grenadines,7/1/2020,Imports,4
St Vincent & The Grenadines,7/1/2021,Imports,0
St Vincent & The Grenadines,7/1/2022,Imports,0
St Vincent & The Grenadines,6/1/2020,Imports,0
St Vincent & The Grenadines,6/1/2021,Imports,0
St Vincent & The Grenadines,6/1/2022,Imports,1
St Vincent & The Grenadines,3/1/2020,Imports,4
St Vincent & The Grenadines,3/1/2021,Imports,1
St Vincent & The Grenadines,3/1/2022,Imports,0
St Vincent & The Grenadines,5/1/2020,Imports,0
St Vincent & The Grenadines,5/1/2021,Imports,0
St Vincent & The Grenadines,5/1/2022,Imports,0
St Vincent & The Grenadines,11/1/2020,Imports,0
St Vincent & The Grenadines,11/1/2021,Imports,0
St Vincent & The Grenadines,11/1/2022,Imports,0
St Vincent & The Grenadines,10/1/2020,Imports,2
St Vincent & The Grenadines,10/1/2021,Imports,0
St Vincent & The Grenadines,10/1/2022,Imports,2
St Vincent & The Grenadines,9/1/2020,Imports,0
St Vincent & The Grenadines,9/1/2021,Imports,0
St Vincent & The Grenadines,9/1/2022,Imports,21
Trinidad & Tobago,4/1/2020,Imports,52
Trinidad & Tobago,4/1/2021,Imports,56
Trinidad & Tobago,4/1/2022,Imports,55
Trinidad & Tobago,8/1/2020,Imports,32
Trinidad & Tobago,8/1/2021,Imports,89
Trinidad & Tobago,8/1/2022,Imports,80568
Trinidad & Tobago,12/1/2020,Imports,29405
Trinidad & Tobago,12/1/2021,Imports,44
Trinidad & Tobago,12/1/2022,Imports,64
Trinidad & Tobago,2/1/2020,Imports,27
Trinidad & Tobago,2/1/2021,Imports,43
Trinidad & Tobago,2/1/2022,Imports,30
Trinidad & Tobago,1/1/2020,Imports,26
Trinidad & Tobago,1/1/2021,Imports,29
Trinidad & Tobago,1/1/2022,Imports,68
Trinidad & Tobago,7/1/2020,Imports,50
Trinidad & Tobago,7/1/2021,Imports,51
Trinidad & Tobago,7/1/2022,Imports,3033
Trinidad & Tobago,6/1/2020,Imports,609
Trinidad & Tobago,6/1/2021,Imports,58
Trinidad & Tobago,6/1/2022,Imports,73
Trinidad & Tobago,3/1/2020,Imports,77
Trinidad & Tobago,3/1/2021,Imports,115
Trinidad & Tobago,3/1/2022,Imports,24
Trinidad & Tobago,5/1/2020,Imports,41
Trinidad & Tobago,5/1/2021,Imports,51
Trinidad & Tobago,5/1/2022,Imports,47
Trinidad & Tobago,11/1/2020,Imports,11
Trinidad & Tobago,11/1/2021,Imports,27
Trinidad & Tobago,11/1/2022,Imports,2854
Trinidad & Tobago,10/1/2020,Imports,10
Trinidad & Tobago,10/1/2021,Imports,189
Trinidad & Tobago,10/1/2022,Imports,31
Trinidad & Tobago,9/1/2020,Imports,69
Trinidad & Tobago,9/1/2021,Imports,80
Trinidad & Tobago,9/1/2022,Imports,58
Anguilla,4/1/2020,Imports,2
Anguilla,4/1/2021,Imports,1
Anguilla,4/1/2022,Imports,4
Anguilla,8/1/2020,Imports,8
Anguilla,8/1/2021,Imports,1
Anguilla,8/1/2022,Imports,9
Anguilla,12/1/2020,Imports,32
Anguilla,12/1/2021,Imports,9
Anguilla,12/1/2022,Imports,0
Anguilla,2/1/2020,Imports,0
Anguilla,2/1/2021,Imports,2
Anguilla,2/1/2022,Imports,1
Anguilla,1/1/2020,Imports,3
Anguilla,1/1/2021,Imports,3
Anguilla,1/1/2022,Imports,2
Anguilla,7/1/2020,Imports,3
Anguilla,7/1/2021,Imports,1
Anguilla,7/1/2022,Imports,0
Anguilla,6/1/2020,Imports,1
Anguilla,6/1/2021,Imports,1
Anguilla,6/1/2022,Imports,2
Anguilla,3/1/2020,Imports,1
Anguilla,3/1/2021,Imports,2
Anguilla,3/1/2022,Imports,1
Anguilla,5/1/2020,Imports,3
Anguilla,5/1/2021,Imports,28
Anguilla,5/1/2022,Imports,1
Anguilla,11/1/2020,Imports,0
Anguilla,11/1/2021,Imports,2
Anguilla,11/1/2022,Imports,0
Anguilla,10/1/2020,Imports,1
Anguilla,10/1/2021,Imports,2
Anguilla,10/1/2022,Imports,1
Anguilla,9/1/2020,Imports,1
Anguilla,9/1/2021,Imports,4
Anguilla,9/1/2022,Imports,0
Other Countries In America,4/1/2020,Imports,26879
Other Countries In America,4/1/2021,Imports,24297
Other Countries In America,4/1/2022,Imports,35968
Other Countries In America,8/1/2020,Imports,22820
Other Countries In America,8/1/2021,Imports,24548
Other Countries In America,8/1/2022,Imports,40996
Other Countries In America,12/1/2020,Imports,33069
Other Countries In America,12/1/2021,Imports,28323
Other Countries In America,12/1/2022,Imports,37931
Other Countries In America,2/1/2020,Imports,29091
Other Countries In America,2/1/2021,Imports,30652
Other Countries In America,2/1/2022,Imports,25285
Other Countries In America,1/1/2020,Imports,29935
Other Countries In America,1/1/2021,Imports,19976
Other Countries In America,1/1/2022,Imports,24530
Other Countries In America,7/1/2020,Imports,84917
Other Countries In America,7/1/2021,Imports,26480
Other Countries In America,7/1/2022,Imports,40731
Other Countries In America,6/1/2020,Imports,15341
Other Countries In America,6/1/2021,Imports,28692
Other Countries In America,6/1/2022,Imports,62285
Other Countries In America,3/1/2020,Imports,39133
Other Countries In America,3/1/2021,Imports,25103
Other Countries In America,3/1/2022,Imports,29530
Other Countries In America,5/1/2020,Imports,19064
Other Countries In America,5/1/2021,Imports,26278
Other Countries In America,5/1/2022,Imports,63491
Other Countries In America,11/1/2020,Imports,35781
Other Countries In America,11/1/2021,Imports,25305
Other Countries In America,11/1/2022,Imports,43918
Other Countries In America,10/1/2020,Imports,25052
Other Countries In America,10/1/2021,Imports,24972
Other Countries In America,10/1/2022,Imports,44771
Other Countries In America,9/1/2020,Imports,23355
Other Countries In America,9/1/2021,Imports,25131
Other Countries In America,9/1/2022,Imports,35101
Nauru,4/1/2020,Imports,0
Nauru,4/1/2021,Imports,0
Nauru,4/1/2022,Imports,0
Nauru,8/1/2020,Imports,0
Nauru,8/1/2021,Imports,0
Nauru,8/1/2022,Imports,0
Nauru,12/1/2020,Imports,48
Nauru,12/1/2021,Imports,5
Nauru,12/1/2022,Imports,14
Nauru,2/1/2020,Imports,94
Nauru,2/1/2021,Imports,15
Nauru,2/1/2022,Imports,20
Nauru,1/1/2020,Imports,4
Nauru,1/1/2021,Imports,14
Nauru,1/1/2022,Imports,10
Nauru,7/1/2020,Imports,71
Nauru,7/1/2021,Imports,0
Nauru,7/1/2022,Imports,0
Nauru,6/1/2020,Imports,0
Nauru,6/1/2021,Imports,25
Nauru,6/1/2022,Imports,18
Nauru,3/1/2020,Imports,33
Nauru,3/1/2021,Imports,48
Nauru,3/1/2022,Imports,543
Nauru,5/1/2020,Imports,0
Nauru,5/1/2021,Imports,50
Nauru,5/1/2022,Imports,262
Nauru,11/1/2020,Imports,7
Nauru,11/1/2021,Imports,0
Nauru,11/1/2022,Imports,0
Nauru,10/1/2020,Imports,11
Nauru,10/1/2021,Imports,1
Nauru,10/1/2022,Imports,0
Nauru,9/1/2020,Imports,0
Nauru,9/1/2021,Imports,2
Nauru,9/1/2022,Imports,8
Cocos,4/1/2020,Imports,4
Cocos,4/1/2021,Imports,37
Cocos,4/1/2022,Imports,1
Cocos,8/1/2020,Imports,2
Cocos,8/1/2021,Imports,7
Cocos,8/1/2022,Imports,7
Cocos,12/1/2020,Imports,0
Cocos,12/1/2021,Imports,8
Cocos,12/1/2022,Imports,2
Cocos,2/1/2020,Imports,0
Cocos,2/1/2021,Imports,3
Cocos,2/1/2022,Imports,0
Cocos,1/1/2020,Imports,113
Cocos,1/1/2021,Imports,15
Cocos,1/1/2022,Imports,3
Cocos,7/1/2020,Imports,17
Cocos,7/1/2021,Imports,7
Cocos,7/1/2022,Imports,1
Cocos,6/1/2020,Imports,34
Cocos,6/1/2021,Imports,3
Cocos,6/1/2022,Imports,0
Cocos,3/1/2020,Imports,1
Cocos,3/1/2021,Imports,26
Cocos,3/1/2022,Imports,14
Cocos,5/1/2020,Imports,39
Cocos,5/1/2021,Imports,0
Cocos,5/1/2022,Imports,0
Cocos,11/1/2020,Imports,0
Cocos,11/1/2021,Imports,1
Cocos,11/1/2022,Imports,0
Cocos,10/1/2020,Imports,1
Cocos,10/1/2021,Imports,3
Cocos,10/1/2022,Imports,2
Cocos,9/1/2020,Imports,0
Cocos,9/1/2021,Imports,2
Cocos,9/1/2022,Imports,0
French Southern Territories,4/1/2020,Imports,20
French Southern Territories,4/1/2021,Imports,118
French Southern Territories,4/1/2022,Imports,7
French Southern Territories,8/1/2020,Imports,354
French Southern Territories,8/1/2021,Imports,0
French Southern Territories,8/1/2022,Imports,8
French Southern Territories,12/1/2020,Imports,2
French Southern Territories,12/1/2021,Imports,3
French Southern Territories,12/1/2022,Imports,46
French Southern Territories,2/1/2020,Imports,0
French Southern Territories,2/1/2021,Imports,105
French Southern Territories,2/1/2022,Imports,32
French Southern Territories,1/1/2020,Imports,0
French Southern Territories,1/1/2021,Imports,4
French Southern Territories,1/1/2022,Imports,258
French Southern Territories,7/1/2020,Imports,323
French Southern Territories,7/1/2021,Imports,2
French Southern Territories,7/1/2022,Imports,4
French Southern Territories,6/1/2020,Imports,37
French Southern Territories,6/1/2021,Imports,40
French Southern Territories,6/1/2022,Imports,1
French Southern Territories,3/1/2020,Imports,0
French Southern Territories,3/1/2021,Imports,10
French Southern Territories,3/1/2022,Imports,9
French Southern Territories,5/1/2020,Imports,0
French Southern Territories,5/1/2021,Imports,0
French Southern Territories,5/1/2022,Imports,83
French Southern Territories,11/1/2020,Imports,5
French Southern Territories,11/1/2021,Imports,22
French Southern Territories,11/1/2022,Imports,99
French Southern Territories,10/1/2020,Imports,377
French Southern Territories,10/1/2021,Imports,7
French Southern Territories,10/1/2022,Imports,115
French Southern Territories,9/1/2020,Imports,122
French Southern Territories,9/1/2021,Imports,0
French Southern Territories,9/1/2022,Imports,242
Norfolk Island,4/1/2020,Imports,0
Norfolk Island,4/1/2021,Imports,21
Norfolk Island,4/1/2022,Imports,57
Norfolk Island,8/1/2020,Imports,18
Norfolk Island,8/1/2021,Imports,1
Norfolk Island,8/1/2022,Imports,101
Norfolk Island,12/1/2020,Imports,0
Norfolk Island,12/1/2021,Imports,0
Norfolk Island,12/1/2022,Imports,1
Norfolk Island,2/1/2020,Imports,87
Norfolk Island,2/1/2021,Imports,16
Norfolk Island,2/1/2022,Imports,11
Norfolk Island,1/1/2020,Imports,89
Norfolk Island,1/1/2021,Imports,0
Norfolk Island,1/1/2022,Imports,23
Norfolk Island,7/1/2020,Imports,12
Norfolk Island,7/1/2021,Imports,0
Norfolk Island,7/1/2022,Imports,0
Norfolk Island,6/1/2020,Imports,89
Norfolk Island,6/1/2021,Imports,3
Norfolk Island,6/1/2022,Imports,9
Norfolk Island,3/1/2020,Imports,0
Norfolk Island,3/1/2021,Imports,0
Norfolk Island,3/1/2022,Imports,0
Norfolk Island,5/1/2020,Imports,0
Norfolk Island,5/1/2021,Imports,0
Norfolk Island,5/1/2022,Imports,70
Norfolk Island,11/1/2020,Imports,0
Norfolk Island,11/1/2021,Imports,0
Norfolk Island,11/1/2022,Imports,0
Norfolk Island,10/1/2020,Imports,0
Norfolk Island,10/1/2021,Imports,0
Norfolk Island,10/1/2022,Imports,0
Norfolk Island,9/1/2020,Imports,0
Norfolk Island,9/1/2021,Imports,0
Norfolk Island,9/1/2022,Imports,0
Cook Islands,4/1/2020,Imports,1
Cook Islands,4/1/2021,Imports,1
Cook Islands,4/1/2022,Imports,17
Cook Islands,8/1/2020,Imports,0
Cook Islands,8/1/2021,Imports,4
Cook Islands,8/1/2022,Imports,0
Cook Islands,12/1/2020,Imports,0
Cook Islands,12/1/2021,Imports,0
Cook Islands,12/1/2022,Imports,0
Cook Islands,2/1/2020,Imports,1
Cook Islands,2/1/2021,Imports,0
Cook Islands,2/1/2022,Imports,0
Cook Islands,1/1/2020,Imports,6
Cook Islands,1/1/2021,Imports,0
Cook Islands,1/1/2022,Imports,0
Cook Islands,7/1/2020,Imports,153
Cook Islands,7/1/2021,Imports,1
Cook Islands,7/1/2022,Imports,0
Cook Islands,6/1/2020,Imports,0
Cook Islands,6/1/2021,Imports,28
Cook Islands,6/1/2022,Imports,1
Cook Islands,3/1/2020,Imports,4
Cook Islands,3/1/2021,Imports,0
Cook Islands,3/1/2022,Imports,0
Cook Islands,5/1/2020,Imports,0
Cook Islands,5/1/2021,Imports,3
Cook Islands,5/1/2022,Imports,83
Cook Islands,11/1/2020,Imports,0
Cook Islands,11/1/2021,Imports,14
Cook Islands,11/1/2022,Imports,0
Cook Islands,10/1/2020,Imports,0
Cook Islands,10/1/2021,Imports,10
Cook Islands,10/1/2022,Imports,0
Cook Islands,9/1/2020,Imports,0
Cook Islands,9/1/2021,Imports,5
Cook Islands,9/1/2022,Imports,23
Kiribati,4/1/2020,Imports,0
Kiribati,4/1/2021,Imports,0
Kiribati,4/1/2022,Imports,1
Kiribati,8/1/2020,Imports,1
Kiribati,8/1/2021,Imports,0
Kiribati,8/1/2022,Imports,0
Kiribati,12/1/2020,Imports,0
Kiribati,12/1/2021,Imports,1
Kiribati,12/1/2022,Imports,0
Kiribati,2/1/2020,Imports,0
Kiribati,2/1/2021,Imports,0
Kiribati,2/1/2022,Imports,0
Kiribati,1/1/2020,Imports,0
Kiribati,1/1/2021,Imports,1
Kiribati,1/1/2022,Imports,0
Kiribati,7/1/2020,Imports,0
Kiribati,7/1/2021,Imports,0
Kiribati,7/1/2022,Imports,0
Kiribati,6/1/2020,Imports,0
Kiribati,6/1/2021,Imports,0
Kiribati,6/1/2022,Imports,0
Kiribati,3/1/2020,Imports,0
Kiribati,3/1/2021,Imports,0
Kiribati,3/1/2022,Imports,1
Kiribati,5/1/2020,Imports,0
Kiribati,5/1/2021,Imports,0
Kiribati,5/1/2022,Imports,15
Kiribati,11/1/2020,Imports,1
Kiribati,11/1/2021,Imports,0
Kiribati,11/1/2022,Imports,3
Kiribati,10/1/2020,Imports,1
Kiribati,10/1/2021,Imports,0
Kiribati,10/1/2022,Imports,0
Kiribati,9/1/2020,Imports,0
Kiribati,9/1/2021,Imports,0
Kiribati,9/1/2022,Imports,0
Niue,4/1/2020,Imports,0
Niue,4/1/2021,Imports,3
Niue,4/1/2022,Imports,0
Niue,8/1/2020,Imports,1
Niue,8/1/2021,Imports,0
Niue,8/1/2022,Imports,0
Niue,12/1/2020,Imports,0
Niue,12/1/2021,Imports,1
Niue,12/1/2022,Imports,80
Niue,2/1/2020,Imports,0
Niue,2/1/2021,Imports,0
Niue,2/1/2022,Imports,2
Niue,1/1/2020,Imports,0
Niue,1/1/2021,Imports,0
Niue,1/1/2022,Imports,0
Niue,7/1/2020,Imports,0
Niue,7/1/2021,Imports,0
Niue,7/1/2022,Imports,0
Niue,6/1/2020,Imports,0
Niue,6/1/2021,Imports,0
Niue,6/1/2022,Imports,0
Niue,3/1/2020,Imports,0
Niue,3/1/2021,Imports,0
Niue,3/1/2022,Imports,2
Niue,5/1/2020,Imports,0
Niue,5/1/2021,Imports,0
Niue,5/1/2022,Imports,0
Niue,11/1/2020,Imports,2
Niue,11/1/2021,Imports,2
Niue,11/1/2022,Imports,0
Niue,10/1/2020,Imports,0
Niue,10/1/2021,Imports,1
Niue,10/1/2022,Imports,1
Niue,9/1/2020,Imports,0
Niue,9/1/2021,Imports,57
Niue,9/1/2022,Imports,3
Tuvalu,4/1/2020,Imports,0
Tuvalu,4/1/2021,Imports,0
Tuvalu,4/1/2022,Imports,0
Tuvalu,8/1/2020,Imports,0
Tuvalu,8/1/2021,Imports,0
Tuvalu,8/1/2022,Imports,0
Tuvalu,12/1/2020,Imports,0
Tuvalu,12/1/2021,Imports,0
Tuvalu,12/1/2022,Imports,0
Tuvalu,2/1/2020,Imports,0
Tuvalu,2/1/2021,Imports,0
Tuvalu,2/1/2022,Imports,0
Tuvalu,1/1/2020,Imports,0
Tuvalu,1/1/2021,Imports,0
Tuvalu,1/1/2022,Imports,0
Tuvalu,7/1/2020,Imports,1
Tuvalu,7/1/2021,Imports,5
Tuvalu,7/1/2022,Imports,0
Tuvalu,6/1/2020,Imports,29
Tuvalu,6/1/2021,Imports,0
Tuvalu,6/1/2022,Imports,0
Tuvalu,3/1/2020,Imports,0
Tuvalu,3/1/2021,Imports,0
Tuvalu,3/1/2022,Imports,0
Tuvalu,5/1/2020,Imports,0
Tuvalu,5/1/2021,Imports,0
Tuvalu,5/1/2022,Imports,0
Tuvalu,11/1/2020,Imports,0
Tuvalu,11/1/2021,Imports,0
Tuvalu,11/1/2022,Imports,0
Tuvalu,10/1/2020,Imports,0
Tuvalu,10/1/2021,Imports,0
Tuvalu,10/1/2022,Imports,1
Tuvalu,9/1/2020,Imports,0
Tuvalu,9/1/2021,Imports,0
Tuvalu,9/1/2022,Imports,0
Wallis & Fatuna Islands,4/1/2020,Imports,0
Wallis & Fatuna Islands,4/1/2021,Imports,0
Wallis & Fatuna Islands,4/1/2022,Imports,0
Wallis & Fatuna Islands,8/1/2020,Imports,0
Wallis & Fatuna Islands,8/1/2021,Imports,0
Wallis & Fatuna Islands,8/1/2022,Imports,0
Wallis & Fatuna Islands,12/1/2020,Imports,94
Wallis & Fatuna Islands,12/1/2021,Imports,0
Wallis & Fatuna Islands,12/1/2022,Imports,0
Wallis & Fatuna Islands,2/1/2020,Imports,0
Wallis & Fatuna Islands,2/1/2021,Imports,21
Wallis & Fatuna Islands,2/1/2022,Imports,0
Wallis & Fatuna Islands,1/1/2020,Imports,8
Wallis & Fatuna Islands,1/1/2021,Imports,3
Wallis & Fatuna Islands,1/1/2022,Imports,178
Wallis & Fatuna Islands,7/1/2020,Imports,0
Wallis & Fatuna Islands,7/1/2021,Imports,0
Wallis & Fatuna Islands,7/1/2022,Imports,0
Wallis & Fatuna Islands,6/1/2020,Imports,0
Wallis & Fatuna Islands,6/1/2021,Imports,1
Wallis & Fatuna Islands,6/1/2022,Imports,0
Wallis & Fatuna Islands,3/1/2020,Imports,0
Wallis & Fatuna Islands,3/1/2021,Imports,0
Wallis & Fatuna Islands,3/1/2022,Imports,0
Wallis & Fatuna Islands,5/1/2020,Imports,0
Wallis & Fatuna Islands,5/1/2021,Imports,0
Wallis & Fatuna Islands,5/1/2022,Imports,1
Wallis & Fatuna Islands,11/1/2020,Imports,55
Wallis & Fatuna Islands,11/1/2021,Imports,0
Wallis & Fatuna Islands,11/1/2022,Imports,0
Wallis & Fatuna Islands,10/1/2020,Imports,0
Wallis & Fatuna Islands,10/1/2021,Imports,0
Wallis & Fatuna Islands,10/1/2022,Imports,0
Wallis & Fatuna Islands,9/1/2020,Imports,0
Wallis & Fatuna Islands,9/1/2021,Imports,3
Wallis & Fatuna Islands,9/1/2022,Imports,0
Micronesia,4/1/2020,Imports,0
Micronesia,4/1/2021,Imports,1
Micronesia,4/1/2022,Imports,9
Micronesia,8/1/2020,Imports,0
Micronesia,8/1/2021,Imports,2
Micronesia,8/1/2022,Imports,10
Micronesia,12/1/2020,Imports,0
Micronesia,12/1/2021,Imports,12
Micronesia,12/1/2022,Imports,29
Micronesia,2/1/2020,Imports,2
Micronesia,2/1/2021,Imports,54
Micronesia,2/1/2022,Imports,19
Micronesia,1/1/2020,Imports,0
Micronesia,1/1/2021,Imports,32
Micronesia,1/1/2022,Imports,3
Micronesia,7/1/2020,Imports,0
Micronesia,7/1/2021,Imports,1
Micronesia,7/1/2022,Imports,8
Micronesia,6/1/2020,Imports,0
Micronesia,6/1/2021,Imports,9
Micronesia,6/1/2022,Imports,22
Micronesia,3/1/2020,Imports,1
Micronesia,3/1/2021,Imports,1
Micronesia,3/1/2022,Imports,3
Micronesia,5/1/2020,Imports,2
Micronesia,5/1/2021,Imports,31
Micronesia,5/1/2022,Imports,20
Micronesia,11/1/2020,Imports,0
Micronesia,11/1/2021,Imports,3
Micronesia,11/1/2022,Imports,8
Micronesia,10/1/2020,Imports,2
Micronesia,10/1/2021,Imports,8
Micronesia,10/1/2022,Imports,5
Micronesia,9/1/2020,Imports,35
Micronesia,9/1/2021,Imports,0
Micronesia,9/1/2022,Imports,10
Palau,4/1/2020,Imports,0
Palau,4/1/2021,Imports,1
Palau,4/1/2022,Imports,0
Palau,8/1/2020,Imports,1
Palau,8/1/2021,Imports,0
Palau,8/1/2022,Imports,6
Palau,12/1/2020,Imports,0
Palau,12/1/2021,Imports,65
Palau,12/1/2022,Imports,1
Palau,2/1/2020,Imports,1
Palau,2/1/2021,Imports,0
Palau,2/1/2022,Imports,0
Palau,1/1/2020,Imports,0
Palau,1/1/2021,Imports,0
Palau,1/1/2022,Imports,0
Palau,7/1/2020,Imports,0
Palau,7/1/2021,Imports,0
Palau,7/1/2022,Imports,0
Palau,6/1/2020,Imports,0
Palau,6/1/2021,Imports,0
Palau,6/1/2022,Imports,0
Palau,3/1/2020,Imports,0
Palau,3/1/2021,Imports,0
Palau,3/1/2022,Imports,137
Palau,5/1/2020,Imports,0
Palau,5/1/2021,Imports,0
Palau,5/1/2022,Imports,0
Palau,11/1/2020,Imports,0
Palau,11/1/2021,Imports,0
Palau,11/1/2022,Imports,0
Palau,10/1/2020,Imports,0
Palau,10/1/2021,Imports,0
Palau,10/1/2022,Imports,0
Palau,9/1/2020,Imports,1
Palau,9/1/2021,Imports,0
Palau,9/1/2022,Imports,0
South Sudan,4/1/2020,Imports,0
South Sudan,4/1/2021,Imports,0
South Sudan,4/1/2022,Imports,0
South Sudan,8/1/2020,Imports,0
South Sudan,8/1/2021,Imports,23336
South Sudan,8/1/2022,Imports,0
South Sudan,12/1/2020,Imports,0
South Sudan,12/1/2021,Imports,18161
South Sudan,12/1/2022,Imports,33107
South Sudan,2/1/2020,Imports,0
South Sudan,2/1/2021,Imports,0
South Sudan,2/1/2022,Imports,0
South Sudan,1/1/2020,Imports,1443
South Sudan,1/1/2021,Imports,0
South Sudan,1/1/2022,Imports,0
South Sudan,7/1/2020,Imports,0
South Sudan,7/1/2021,Imports,0
South Sudan,7/1/2022,Imports,12
South Sudan,6/1/2020,Imports,0
South Sudan,6/1/2021,Imports,1019
South Sudan,6/1/2022,Imports,16751
South Sudan,3/1/2020,Imports,0
South Sudan,3/1/2021,Imports,0
South Sudan,3/1/2022,Imports,0
South Sudan,5/1/2020,Imports,0
South Sudan,5/1/2021,Imports,0
South Sudan,5/1/2022,Imports,0
South Sudan,11/1/2020,Imports,88
South Sudan,11/1/2021,Imports,0
South Sudan,11/1/2022,Imports,27952
South Sudan,10/1/2020,Imports,0
South Sudan,10/1/2021,Imports,52394
South Sudan,10/1/2022,Imports,0
South Sudan,9/1/2020,Imports,0
South Sudan,9/1/2021,Imports,20088
South Sudan,9/1/2022,Imports,14777
Commonwealth Of Independent States,4/1/2020,Imports,99266
Commonwealth Of Independent States,4/1/2021,Imports,329976
Commonwealth Of Independent States,4/1/2022,Imports,250158
Commonwealth Of Independent States,8/1/2020,Imports,111769
Commonwealth Of Independent States,8/1/2021,Imports,251962
Commonwealth Of Independent States,8/1/2022,Imports,170747
Commonwealth Of Independent States,12/1/2020,Imports,334499
Commonwealth Of Independent States,12/1/2021,Imports,1284255
Commonwealth Of Independent States,12/1/2022,Imports,559381
Commonwealth Of Independent States,2/1/2020,Imports,152797
Commonwealth Of Independent States,2/1/2021,Imports,249138
Commonwealth Of Independent States,2/1/2022,Imports,602562
Commonwealth Of Independent States,1/1/2020,Imports,354678
Commonwealth Of Independent States,1/1/2021,Imports,255076
Commonwealth Of Independent States,1/1/2022,Imports,851550
Commonwealth Of Independent States,7/1/2020,Imports,121840
Commonwealth Of Independent States,7/1/2021,Imports,459893
Commonwealth Of Independent States,7/1/2022,Imports,268726
Commonwealth Of Independent States,6/1/2020,Imports,138743
Commonwealth Of Independent States,6/1/2021,Imports,322355
Commonwealth Of Independent States,6/1/2022,Imports,262627
Commonwealth Of Independent States,3/1/2020,Imports,112905
Commonwealth Of Independent States,3/1/2021,Imports,662110
Commonwealth Of Independent States,3/1/2022,Imports,80641
Commonwealth Of Independent States,5/1/2020,Imports,95398
Commonwealth Of Independent States,5/1/2021,Imports,299298
Commonwealth Of Independent States,5/1/2022,Imports,7728
Commonwealth Of Independent States,11/1/2020,Imports,266754
Commonwealth Of Independent States,11/1/2021,Imports,528714
Commonwealth Of Independent States,11/1/2022,Imports,355213
Commonwealth Of Independent States,10/1/2020,Imports,196344
Commonwealth Of Independent States,10/1/2021,Imports,651746
Commonwealth Of Independent States,10/1/2022,Imports,211147
